SystemCodeNumber,Timestamp,Occupancy,Capacity,OccupancyRate
BHMEURBRD01,2016-11-09 12:27:00,464,470,0.9872340425531915
Broad Street,2016-11-09 12:27:00,483,690,0.7
BHMBCCMKT01,2016-11-09 12:27:00,160,577,0.2772963604852686
Others-CCCPS135a,2016-11-09 12:27:00,3259,3883,0.8392995106876127
Others-CCCPS202,2016-11-09 12:27:00,1196,2937,0.40721824991487915
Others-CCCPS105a,2016-11-09 12:27:00,1453,2009,0.7232453957192633
BHMNCPNST01,2016-11-09 12:27:00,374,485,0.7711340206185567
Others-CCCPS8,2016-11-09 12:27:00,814,1322,0.6157337367624811
Others-CCCPS119a,2016-11-09 12:27:00,583,2803,0.20799143774527293
Others-CCCPS98,2016-11-09 12:27:00,1257,3103,0.4050918466000645
BHMNCPHST01,2016-11-09 12:27:00,743,1200,0.6191666666666666
BHMBCCTHL01,2016-11-09 12:27:00,339,387,0.875968992248062
BHMMBMMBX01,2016-11-09 12:27:00,639,687,0.9301310043668122
Broad Street,2016-11-09 13:00:00,486,690,0.7043478260869566
Others-CCCPS119a,2016-11-09 13:00:00,580,2803,0.20692115590438814
Others-CCCPS8,2016-11-09 13:00:00,809,1322,0.6119515885022693
BHMBCCTHL01,2016-11-09 13:00:00,338,387,0.8733850129198967
BHMMBMMBX01,2016-11-09 13:00:00,674,687,0.9810771470160117
BHMBCCMKT01,2016-11-09 13:00:00,172,577,0.29809358752166376
Others-CCCPS105a,2016-11-09 13:00:00,1483,2009,0.7381781981085117
BHMNCPHST01,2016-11-09 13:00:00,755,1200,0.6291666666666667
Shopping,2016-11-09 13:00:00,1424,1920,0.7416666666666667
Others-CCCPS135a,2016-11-09 13:00:00,3265,3883,0.8408447077002318
Others-CCCPS98,2016-11-09 13:00:00,1288,3103,0.41508217853689977
BHMEURBRD01,2016-11-09 13:00:00,467,470,0.9936170212765958
BHMNCPNST01,2016-11-09 13:00:00,372,485,0.7670103092783506
Others-CCCPS202,2016-11-09 13:00:00,1196,2937,0.40721824991487915
Others-CCCPS202,2016-11-09 13:27:00,1194,2937,0.4065372829417773
BHMMBMMBX01,2016-11-09 13:27:00,678,687,0.9868995633187773
Others-CCCPS98,2016-11-09 13:27:00,1287,3103,0.4147599097647438
BHMNCPNST01,2016-11-09 13:27:00,370,485,0.7628865979381443
Others-CCCPS119a,2016-11-09 13:27:00,580,2803,0.20692115590438814
Others-CCCPS135a,2016-11-09 13:27:00,3248,3883,0.836466649497811
BHMBCCMKT01,2016-11-09 13:27:00,172,577,0.29809358752166376
BHMNCPHST01,2016-11-09 13:27:00,771,1200,0.6425
Broad Street,2016-11-09 13:27:00,483,690,0.7
Others-CCCPS105a,2016-11-09 13:27:00,1488,2009,0.7406669985067198
Others-CCCPS8,2016-11-09 13:27:00,810,1322,0.6127080181543116
BHMBCCTHL01,2016-11-09 13:27:00,341,387,0.8811369509043928
BHMEURBRD01,2016-11-09 13:27:00,464,470,0.9872340425531915
Shopping,2016-11-09 13:27:00,1437,1920,0.7484375
Others-CCCPS98,2016-11-09 14:00:00,1271,3103,0.40960360941024815
BHMNCPHST01,2016-11-09 14:00:00,755,1200,0.6291666666666667
Others-CCCPS202,2016-11-09 14:00:00,1178,2937,0.4010895471569629
Broad Street,2016-11-09 14:00:00,479,690,0.6942028985507246
BHMMBMMBX01,2016-11-09 14:00:00,672,687,0.9781659388646288
BHMNCPNST01,2016-11-09 14:00:00,366,485,0.7546391752577319
BHMBCCMKT01,2016-11-09 14:00:00,163,577,0.2824956672443674
Shopping,2016-11-09 14:00:00,1427,1920,0.7432291666666667
Others-CCCPS135a,2016-11-09 14:00:00,3244,3883,0.8354365181560649
BHMEURBRD01,2016-11-09 14:00:00,460,470,0.9787234042553191
Others-CCCPS8,2016-11-09 14:00:00,800,1322,0.6051437216338881
BHMBCCTHL01,2016-11-09 14:00:00,333,387,0.8604651162790697
Others-CCCPS105a,2016-11-09 14:00:00,1472,2009,0.732702837232454
Others-CCCPS119a,2016-11-09 14:00:00,566,2803,0.20192650731359257
BHMNCPNST01,2016-11-09 14:20:00,369,485,0.7608247422680412
Others-CCCPS202,2016-11-09 14:27:00,1180,2937,0.4017705141300647
BHMMBMMBX01,2016-11-09 14:27:00,662,687,0.9636098981077147
Others-CCCPS98,2016-11-09 14:27:00,1254,3103,0.4041250402835965
BHMNCPHST01,2016-11-09 14:27:00,752,1200,0.6266666666666667
Others-CCCPS8,2016-11-09 14:27:00,802,1322,0.6066565809379728
Shopping,2016-11-09 14:27:00,1409,1920,0.7338541666666667
BHMBCCMKT01,2016-11-09 14:27:00,152,577,0.2634315424610052
Others-CCCPS119a,2016-11-09 14:27:00,555,2803,0.19800214056368176
BHMBCCTHL01,2016-11-09 14:27:00,332,387,0.8578811369509044
Others-CCCPS135a,2016-11-09 14:27:00,3188,3883,0.8210146793716199
Broad Street,2016-11-09 14:27:00,479,690,0.6942028985507246
BHMEURBRD01,2016-11-09 14:27:00,460,470,0.9787234042553191
Others-CCCPS105a,2016-11-09 14:27:00,1464,2009,0.7287207565953211
Others-CCCPS202,2016-11-09 15:00:00,1356,2937,0.4616956077630235
BHMNCPHST01,2016-11-09 15:00:00,717,1200,0.5975
BHMBCCTHL01,2016-11-09 15:00:00,335,387,0.8656330749354005
Broad Street,2016-11-09 15:00:00,653,690,0.946376811594203
Others-CCCPS98,2016-11-09 15:00:00,1212,3103,0.39058975185304545
BHMMBMMBX01,2016-11-09 15:00:00,636,687,0.925764192139738
Others-CCCPS105a,2016-11-09 15:00:00,1440,2009,0.7167745146839224
Shopping,2016-11-09 15:00:00,1359,1920,0.7078125
Others-CCCPS8,2016-11-09 15:00:00,804,1322,0.6081694402420574
BHMBCCMKT01,2016-11-09 15:00:00,134,577,0.2322357019064125
Others-CCCPS119a,2016-11-09 15:00:00,543,2803,0.1937210132001427
Others-CCCPS135a,2016-11-09 15:00:00,3077,3883,0.7924285346381663
BHMEURBRD01,2016-11-09 15:00:00,454,470,0.9659574468085106
BHMNCPNST01,2016-11-09 15:00:00,368,485,0.7587628865979381
BHMNCPNST01,2016-11-09 15:34:00,350,485,0.7216494845360825
Others-CCCPS119a,2016-11-09 15:34:00,519,2803,0.18515875847306457
BHMMBMMBX01,2016-11-09 15:34:00,603,687,0.8777292576419214
BHMNCPHST01,2016-11-09 15:34:00,673,1200,0.5608333333333333
Others-CCCPS135a,2016-11-09 15:34:00,2876,3883,0.7406644347154262
Others-CCCPS8,2016-11-09 15:34:00,764,1322,0.5779122541603631
Others-CCCPS105a,2016-11-09 15:34:00,1367,2009,0.6804380288700846
Others-CCCPS98,2016-11-09 15:34:00,1152,3103,0.37125362552368674
BHMBCCTHL01,2016-11-09 15:34:00,320,387,0.8268733850129198
Others-CCCPS202,2016-11-09 15:34:00,1295,2937,0.44092611508341845
Broad Street,2016-11-09 15:34:00,625,690,0.9057971014492754
BHMEURBRD01,2016-11-09 15:34:00,434,470,0.9234042553191489
Shopping,2016-11-09 15:34:00,1278,1920,0.665625
BHMBCCMKT01,2016-11-09 15:34:00,124,577,0.21490467937608318
Others-CCCPS8,2016-11-09 16:00:00,733,1322,0.5544629349470499
Others-CCCPS98,2016-11-09 16:00:00,1088,3103,0.35062842410570416
Others-CCCPS202,2016-11-09 16:00:00,1227,2937,0.4177732379979571
BHMEURBRD01,2016-11-09 16:00:00,399,470,0.8489361702127659
Others-CCCPS119a,2016-11-09 16:00:00,501,2803,0.17873706742775597
BHMNCPHST01,2016-11-09 16:00:00,645,1200,0.5375
BHMNCPNST01,2016-11-09 16:00:00,340,485,0.7010309278350515
BHMBCCTHL01,2016-11-09 16:00:00,315,387,0.813953488372093
BHMMBMMBX01,2016-11-09 16:00:00,562,687,0.8180494905385735
Shopping,2016-11-09 16:00:00,1191,1920,0.6203125
BHMBCCMKT01,2016-11-09 16:00:00,108,577,0.18717504332755633
Broad Street,2016-11-09 16:00:00,572,690,0.8289855072463768
Others-CCCPS105a,2016-11-09 16:00:00,1295,2009,0.6445993031358885
Others-CCCPS135a,2016-11-09 16:00:00,2695,3883,0.6940509915014165
BHMNCPHST01,2016-11-09 16:34:00,557,1200,0.46416666666666667
Others-CCCPS119a,2016-11-09 16:34:00,438,2803,0.15626114876917588
Others-CCCPS105a,2016-11-09 16:34:00,1186,2009,0.5903434544549527
BHMEURBRD01,2016-11-09 16:34:00,360,470,0.7659574468085106
BHMMBMMBX01,2016-11-09 16:34:00,517,687,0.75254730713246
BHMBCCMKT01,2016-11-09 16:34:00,94,577,0.16291161178509533
Others-CCCPS202,2016-11-09 16:34:00,1118,2937,0.38066053796390875
BHMBCCTHL01,2016-11-09 16:34:00,293,387,0.7571059431524548
Others-CCCPS135a,2016-11-09 16:34:00,2316,3883,0.596446046870976
Broad Street,2016-11-09 16:34:00,512,690,0.7420289855072464
Shopping,2016-11-09 16:34:00,1012,1920,0.5270833333333333
Others-CCCPS98,2016-11-09 16:34:00,975,3103,0.31421205285207865
BHMNCPNST01,2016-11-09 16:34:00,313,485,0.6453608247422681
Others-CCCPS8,2016-11-09 16:34:00,669,1322,0.5060514372163388
BHMNCPNST01,2016-11-10 08:00:00,263,485,0.5422680412371134
Others-CCCPS202,2016-11-10 08:00:00,558,2937,0.18998978549540346
Broad Street,2016-11-10 08:00:00,188,690,0.27246376811594203
BHMEURBRD01,2016-11-10 08:00:00,130,470,0.2765957446808511
BHMBCCTHL01,2016-11-10 08:00:00,107,387,0.27648578811369506
Others-CCCPS8,2016-11-10 08:00:00,391,1322,0.2957639939485628
Others-CCCPS105a,2016-11-10 08:00:00,757,2009,0.37680438028870084
Others-CCCPS135a,2016-11-10 08:00:00,1192,3883,0.30697913984032965
BHMMBMMBX01,2016-11-10 08:00:00,366,687,0.5327510917030568
BHMNCPHST01,2016-11-10 08:00:00,228,1200,0.19
Others-CCCPS98,2016-11-10 08:00:00,711,3103,0.2291330970029004
Shopping,2016-11-10 08:00:00,595,1920,0.3098958333333333
Others-CCCPS119a,2016-11-10 08:00:00,189,2803,0.06742775597574027
BHMBCCMKT01,2016-11-10 08:00:00,36,577,0.06239168110918544
BHMEURBRD01,2016-11-10 08:34:00,221,470,0.4702127659574468
BHMMBMMBX01,2016-11-10 08:34:00,410,687,0.5967976710334789
Others-CCCPS135a,2016-11-10 08:34:00,1707,3883,0.4396085500901365
Others-CCCPS105a,2016-11-10 08:34:00,846,2009,0.4211050273768044
Shopping,2016-11-10 08:34:00,794,1920,0.41354166666666664
BHMBCCTHL01,2016-11-10 08:34:00,135,387,0.3488372093023256
Others-CCCPS119a,2016-11-10 08:34:00,281,2803,0.10024973242953977
Others-CCCPS98,2016-11-10 08:34:00,831,3103,0.2678053496616178
Others-CCCPS202,2016-11-10 08:34:00,726,2937,0.24719101123595505
Broad Street,2016-11-10 08:34:00,316,690,0.4579710144927536
Others-CCCPS8,2016-11-10 08:34:00,436,1322,0.329803328290469
BHMBCCMKT01,2016-11-10 08:34:00,41,577,0.07105719237435008
BHMNCPHST01,2016-11-10 08:34:00,330,1200,0.275
BHMNCPNST01,2016-11-10 08:34:00,275,485,0.5670103092783505
Broad Street,2016-11-10 09:00:00,458,690,0.663768115942029
Shopping,2016-11-10 09:00:00,942,1920,0.490625
BHMBCCMKT01,2016-11-10 09:00:00,49,577,0.08492201039861352
Others-CCCPS8,2016-11-10 09:00:00,473,1322,0.3577912254160363
BHMNCPHST01,2016-11-10 09:00:00,441,1200,0.3675
Others-CCCPS119a,2016-11-10 09:00:00,362,2803,0.12914734213342846
BHMBCCTHL01,2016-11-10 09:00:00,157,387,0.40568475452196384
Others-CCCPS105a,2016-11-10 09:00:00,916,2009,0.45594823295171727
BHMEURBRD01,2016-11-10 09:00:00,302,470,0.6425531914893617
Others-CCCPS98,2016-11-10 09:00:00,935,3103,0.3013213019658395
Others-CCCPS135a,2016-11-10 09:00:00,2101,3883,0.5410764872521246
Others-CCCPS202,2016-11-10 09:00:00,888,2937,0.3023493360572012
BHMNCPNST01,2016-11-10 09:00:00,287,485,0.5917525773195876
BHMMBMMBX01,2016-11-10 09:00:00,443,687,0.6448326055312955
Broad Street,2016-11-10 09:27:00,514,690,0.744927536231884
Others-CCCPS119a,2016-11-10 09:27:00,435,2803,0.15519086692829112
Others-CCCPS105a,2016-11-10 09:27:00,997,2009,0.4962667994026879
Others-CCCPS135a,2016-11-10 09:27:00,2497,3883,0.6430594900849859
BHMBCCTHL01,2016-11-10 09:27:00,193,387,0.49870801033591733
BHMNCPNST01,2016-11-10 09:27:00,311,485,0.6412371134020619
BHMBCCMKT01,2016-11-10 09:27:00,65,577,0.11265164644714037
BHMEURBRD01,2016-11-10 09:27:00,342,470,0.7276595744680852
BHMNCPHST01,2016-11-10 09:27:00,543,1200,0.4525
Shopping,2016-11-10 09:27:00,1091,1920,0.5682291666666667
BHMMBMMBX01,2016-11-10 09:27:00,460,687,0.6695778748180495
Others-CCCPS202,2016-11-10 09:27:00,1018,2937,0.34661218930881854
Others-CCCPS98,2016-11-10 09:27:00,1013,3103,0.3264582661940058
Others-CCCPS8,2016-11-10 09:27:00,537,1322,0.4062027231467474
BHMNCPNST01,2016-11-10 09:54:00,325,485,0.6701030927835051
Others-CCCPS98,2016-11-10 10:00:00,1110,3103,0.35771833709313566
Others-CCCPS202,2016-11-10 10:00:00,1180,2937,0.4017705141300647
Others-CCCPS8,2016-11-10 10:00:00,623,1322,0.4712556732223903
Others-CCCPS119a,2016-11-10 10:00:00,520,2803,0.18551551908669284
Others-CCCPS105a,2016-11-10 10:00:00,1138,2009,0.5664509706321553
Others-CCCPS135a,2016-11-10 10:00:00,2876,3883,0.7406644347154262
BHMBCCMKT01,2016-11-10 10:00:00,93,577,0.1611785095320624
Shopping,2016-11-10 10:00:00,1244,1920,0.6479166666666667
Broad Street,2016-11-10 10:00:00,603,690,0.8739130434782608
BHMMBMMBX01,2016-11-10 10:00:00,515,687,0.7496360989810772
BHMEURBRD01,2016-11-10 10:00:00,402,470,0.8553191489361702
BHMNCPHST01,2016-11-10 10:00:00,645,1200,0.5375
BHMBCCTHL01,2016-11-10 10:00:00,251,387,0.648578811369509
Shopping,2016-11-10 10:27:00,1315,1920,0.6848958333333334
Others-CCCPS8,2016-11-10 10:27:00,675,1322,0.510590015128593
Others-CCCPS105a,2016-11-10 10:27:00,1218,2009,0.6062717770034843
BHMNCPHST01,2016-11-10 10:27:00,692,1200,0.5766666666666667
Others-CCCPS98,2016-11-10 10:27:00,1167,3103,0.37608765710602643
Others-CCCPS119a,2016-11-10 10:27:00,554,2803,0.19764537995005352
Others-CCCPS202,2016-11-10 10:27:00,1233,2937,0.4198161389172625
Others-CCCPS135a,2016-11-10 10:27:00,3062,3883,0.7885655421066186
BHMBCCMKT01,2016-11-10 10:27:00,126,577,0.21837088388214904
BHMMBMMBX01,2016-11-10 10:27:00,543,687,0.7903930131004366
Broad Street,2016-11-10 10:27:00,627,690,0.908695652173913
BHMBCCTHL01,2016-11-10 10:27:00,268,387,0.6925064599483204
BHMEURBRD01,2016-11-10 10:27:00,426,470,0.9063829787234042
BHMNCPNST01,2016-11-10 10:27:00,338,485,0.6969072164948453
Others-CCCPS105a,2016-11-10 11:00:00,1292,2009,0.6431060228969636
BHMBCCMKT01,2016-11-10 11:00:00,160,577,0.2772963604852686
Others-CCCPS8,2016-11-10 11:00:00,719,1322,0.5438729198184569
Shopping,2016-11-10 11:00:00,1368,1920,0.7125
BHMEURBRD01,2016-11-10 11:00:00,443,470,0.9425531914893617
BHMNCPHST01,2016-11-10 11:00:00,737,1200,0.6141666666666666
BHMBCCTHL01,2016-11-10 11:00:00,290,387,0.7493540051679587
Broad Street,2016-11-10 11:00:00,649,690,0.9405797101449276
Others-CCCPS98,2016-11-10 11:00:00,1215,3103,0.39155655816951335
BHMMBMMBX01,2016-11-10 11:00:00,573,687,0.834061135371179
BHMNCPNST01,2016-11-10 11:00:00,347,485,0.7154639175257732
Others-CCCPS202,2016-11-10 11:00:00,1286,2937,0.43786176370446034
Others-CCCPS135a,2016-11-10 11:00:00,3197,3883,0.8233324748905485
Others-CCCPS119a,2016-11-10 11:00:00,585,2803,0.20870495897252944
BHMBCCTHL01,2016-11-10 11:27:00,301,387,0.7777777777777778
BHMMBMMBX01,2016-11-10 11:27:00,599,687,0.8719068413391557
Others-CCCPS135a,2016-11-10 11:27:00,3246,3883,0.8359515838269379
BHMBCCMKT01,2016-11-10 11:27:00,186,577,0.3223570190641248
Others-CCCPS119a,2016-11-10 11:27:00,601,2803,0.21441312879058153
Shopping,2016-11-10 11:27:00,1402,1920,0.7302083333333333
Others-CCCPS202,2016-11-10 11:27:00,1317,2937,0.4484167517875383
Others-CCCPS105a,2016-11-10 11:27:00,1342,2009,0.6679940268790443
BHMNCPNST01,2016-11-10 11:27:00,353,485,0.7278350515463917
Broad Street,2016-11-10 11:27:00,663,690,0.9608695652173913
BHMEURBRD01,2016-11-10 11:27:00,453,470,0.9638297872340426
Others-CCCPS8,2016-11-10 11:27:00,743,1322,0.5620272314674736
BHMNCPHST01,2016-11-10 11:27:00,754,1200,0.6283333333333333
Others-CCCPS98,2016-11-10 11:27:00,1252,3103,0.40348050273928454
BHMBCCTHL01,2016-11-10 12:00:00,316,387,0.8165374677002584
Broad Street,2016-11-10 12:00:00,684,690,0.991304347826087
BHMNCPHST01,2016-11-10 12:00:00,773,1200,0.6441666666666667
Others-CCCPS8,2016-11-10 12:00:00,775,1322,0.586232980332829
Others-CCCPS202,2016-11-10 12:00:00,1366,2937,0.4651004426285325
Others-CCCPS119a,2016-11-10 12:00:00,633,2803,0.2258294684266857
BHMEURBRD01,2016-11-10 12:00:00,464,470,0.9872340425531915
BHMMBMMBX01,2016-11-10 12:00:00,619,687,0.901018922852984
BHMBCCMKT01,2016-11-10 12:00:00,201,577,0.3483535528596187
Others-CCCPS135a,2016-11-10 12:00:00,3297,3883,0.8490857584342003
Shopping,2016-11-10 12:00:00,1432,1920,0.7458333333333333
Others-CCCPS105a,2016-11-10 12:00:00,1394,2009,0.6938775510204082
Others-CCCPS98,2016-11-10 12:00:00,1302,3103,0.41959394134708344
BHMNCPNST01,2016-11-10 12:00:00,366,485,0.7546391752577319
Shopping,2016-11-10 12:27:00,1456,1920,0.7583333333333333
Others-CCCPS105a,2016-11-10 12:27:00,1453,2009,0.7232453957192633
BHMEURBRD01,2016-11-10 12:27:00,463,470,0.9851063829787234
Others-CCCPS98,2016-11-10 12:27:00,1321,3103,0.42571704801804705
BHMNCPHST01,2016-11-10 12:27:00,781,1200,0.6508333333333334
Others-CCCPS8,2016-11-10 12:27:00,794,1322,0.6006051437216339
Broad Street,2016-11-10 12:27:00,662,690,0.9594202898550724
BHMBCCTHL01,2016-11-10 12:27:00,339,387,0.875968992248062
BHMBCCMKT01,2016-11-10 12:27:00,208,577,0.36048526863084923
Others-CCCPS119a,2016-11-10 12:27:00,640,2803,0.22832679272208348
Others-CCCPS202,2016-11-10 12:27:00,1362,2937,0.4637385086823289
BHMNCPNST01,2016-11-10 12:27:00,361,485,0.7443298969072165
Others-CCCPS135a,2016-11-10 12:27:00,3316,3883,0.8539788823074942
BHMMBMMBX01,2016-11-10 12:27:00,659,687,0.9592430858806404
BHMBCCMKT01,2016-11-10 13:00:00,208,577,0.36048526863084923
BHMBCCTHL01,2016-11-10 13:00:00,337,387,0.8708010335917312
Others-CCCPS119a,2016-11-10 13:00:00,620,2803,0.22119158044951837
Broad Street,2016-11-10 13:00:00,682,690,0.9884057971014493
Others-CCCPS98,2016-11-10 13:00:00,1139,3103,0.36706413148565903
Others-CCCPS105a,2016-11-10 13:00:00,1288,2009,0.6411149825783972
BHMNCPNST01,2016-11-10 13:00:00,363,485,0.7484536082474227
Others-CCCPS135a,2016-11-10 13:00:00,3304,3883,0.8508884882822559
BHMEURBRD01,2016-11-10 13:00:00,462,470,0.9829787234042553
Shopping,2016-11-10 13:00:00,1447,1920,0.7536458333333333
BHMNCPHST01,2016-11-10 13:00:00,780,1200,0.65
Others-CCCPS202,2016-11-10 13:00:00,1382,2937,0.47054817841334695
Others-CCCPS8,2016-11-10 13:00:00,795,1322,0.6013615733736762
BHMMBMMBX01,2016-11-10 13:00:00,493,687,0.7176128093158661
BHMEURBRD01,2016-11-10 13:34:00,454,470,0.9659574468085106
BHMBCCTHL01,2016-11-10 13:34:00,340,387,0.8785529715762274
Others-CCCPS119a,2016-11-10 13:34:00,614,2803,0.21905101676774885
Others-CCCPS135a,2016-11-10 13:34:00,3294,3883,0.8483131599278908
Broad Street,2016-11-10 13:34:00,661,690,0.9579710144927536
BHMNCPNST01,2016-11-10 13:34:00,378,485,0.7793814432989691
Others-CCCPS98,2016-11-10 13:34:00,1156,3103,0.37254270061231065
Others-CCCPS202,2016-11-10 13:34:00,1379,2937,0.46952672795369427
Others-CCCPS105a,2016-11-10 13:34:00,1324,2009,0.6590343454454952
Others-CCCPS8,2016-11-10 13:34:00,820,1322,0.6202723146747352
BHMMBMMBX01,2016-11-10 13:34:00,504,687,0.7336244541484717
BHMBCCMKT01,2016-11-10 13:34:00,200,577,0.3466204506065858
BHMNCPHST01,2016-11-10 13:34:00,784,1200,0.6533333333333333
Shopping,2016-11-10 13:34:00,1460,1920,0.7604166666666666
Others-CCCPS105a,2016-11-10 14:00:00,1299,2009,0.646590343454455
Others-CCCPS119a,2016-11-10 14:00:00,587,2803,0.20941848019978596
Others-CCCPS135a,2016-11-10 14:00:00,3294,3883,0.8483131599278908
BHMBCCMKT01,2016-11-10 14:00:00,201,577,0.3483535528596187
BHMBCCTHL01,2016-11-10 14:00:00,328,387,0.8475452196382429
Others-CCCPS98,2016-11-10 14:00:00,1136,3103,0.3660973251691911
Others-CCCPS202,2016-11-10 14:00:00,1352,2937,0.4603336738168199
BHMNCPHST01,2016-11-10 14:00:00,790,1200,0.6583333333333333
BHMMBMMBX01,2016-11-10 14:00:00,506,687,0.7365356622998545
BHMNCPNST01,2016-11-10 14:00:00,371,485,0.7649484536082474
BHMEURBRD01,2016-11-10 14:00:00,449,470,0.9553191489361702
Others-CCCPS8,2016-11-10 14:00:00,793,1322,0.5998487140695915
Broad Street,2016-11-10 14:00:00,652,690,0.9449275362318841
Shopping,2016-11-10 14:00:00,1458,1920,0.759375
BHMNCPNST01,2016-11-10 14:27:00,358,485,0.7381443298969073
BHMEURBRD01,2016-11-10 14:27:00,442,470,0.9404255319148936
BHMBCCTHL01,2016-11-10 14:27:00,321,387,0.8294573643410853
Others-CCCPS119a,2016-11-10 14:27:00,554,2803,0.19764537995005352
Others-CCCPS135a,2016-11-10 14:27:00,3222,3883,0.8297707957764615
Shopping,2016-11-10 14:27:00,1421,1920,0.7401041666666667
BHMNCPHST01,2016-11-10 14:27:00,764,1200,0.6366666666666667
Others-CCCPS98,2016-11-10 14:27:00,1089,3103,0.3509506928778601
Broad Street,2016-11-10 14:27:00,641,690,0.9289855072463769
Others-CCCPS8,2016-11-10 14:27:00,766,1322,0.5794251134644478
Others-CCCPS105a,2016-11-10 14:27:00,1264,2009,0.6291687406669985
BHMBCCMKT01,2016-11-10 14:27:00,190,577,0.3292894280762565
BHMMBMMBX01,2016-11-10 14:27:00,498,687,0.7248908296943232
Others-CCCPS202,2016-11-10 14:27:00,1320,2937,0.449438202247191
BHMNCPNST01,2016-11-10 14:54:00,358,485,0.7381443298969073
Others-CCCPS8,2016-11-10 15:00:00,746,1322,0.5642965204236006
Others-CCCPS119a,2016-11-10 15:00:00,523,2803,0.1865858009275776
BHMBCCMKT01,2016-11-10 15:00:00,162,577,0.2807625649913345
BHMBCCTHL01,2016-11-10 15:00:00,305,387,0.7881136950904393
BHMEURBRD01,2016-11-10 15:00:00,426,470,0.9063829787234042
Others-CCCPS202,2016-11-10 15:00:00,1281,2937,0.43615934627170583
Others-CCCPS135a,2016-11-10 15:00:00,3081,3883,0.7934586659799124
BHMNCPHST01,2016-11-10 15:00:00,719,1200,0.5991666666666666
Others-CCCPS98,2016-11-10 15:00:00,1040,3103,0.3351595230422172
Broad Street,2016-11-10 15:00:00,619,690,0.8971014492753623
Shopping,2016-11-10 15:00:00,1360,1920,0.7083333333333334
Others-CCCPS105a,2016-11-10 15:00:00,1211,2009,0.6027874564459931
BHMMBMMBX01,2016-11-10 15:00:00,465,687,0.6768558951965066
Others-CCCPS105a,2016-11-10 15:27:00,1151,2009,0.5729218516674963
Others-CCCPS135a,2016-11-10 15:27:00,2909,3883,0.7491630182848313
BHMBCCTHL01,2016-11-10 15:27:00,293,387,0.7571059431524548
Others-CCCPS202,2016-11-10 15:27:00,1233,2937,0.4198161389172625
Others-CCCPS119a,2016-11-10 15:27:00,499,2803,0.17802354620049946
BHMBCCMKT01,2016-11-10 15:27:00,153,577,0.2651646447140381
Others-CCCPS8,2016-11-10 15:27:00,706,1322,0.5340393343419062
Shopping,2016-11-10 15:27:00,1293,1920,0.6734375
BHMMBMMBX01,2016-11-10 15:27:00,445,687,0.6477438136826783
BHMNCPNST01,2016-11-10 15:27:00,341,485,0.7030927835051546
Broad Street,2016-11-10 15:27:00,599,690,0.8681159420289855
BHMEURBRD01,2016-11-10 15:27:00,413,470,0.8787234042553191
BHMNCPHST01,2016-11-10 15:27:00,684,1200,0.57
Others-CCCPS98,2016-11-10 15:27:00,992,3103,0.31969062197873027
Broad Street,2016-11-10 16:00:00,560,690,0.8115942028985508
BHMEURBRD01,2016-11-10 16:00:00,384,470,0.8170212765957446
BHMBCCMKT01,2016-11-10 16:00:00,147,577,0.25476603119584057
Others-CCCPS135a,2016-11-10 16:00:00,2694,3883,0.69379345866598
BHMNCPNST01,2016-11-10 16:00:00,320,485,0.6597938144329897
Others-CCCPS8,2016-11-10 16:00:00,653,1322,0.4939485627836611
Others-CCCPS98,2016-11-10 16:00:00,922,3103,0.2971318079278118
Shopping,2016-11-10 16:00:00,1193,1920,0.6213541666666667
Others-CCCPS105a,2016-11-10 16:00:00,1070,2009,0.5326032852165257
BHMBCCTHL01,2016-11-10 16:00:00,276,387,0.7131782945736435
Others-CCCPS202,2016-11-10 16:00:00,1156,2937,0.393598910452843
Others-CCCPS119a,2016-11-10 16:00:00,461,2803,0.16446664288262575
BHMNCPHST01,2016-11-10 16:00:00,631,1200,0.5258333333333334
BHMMBMMBX01,2016-11-10 16:00:00,417,687,0.6069868995633187
Others-CCCPS202,2016-11-10 16:27:00,1049,2937,0.3571671773918965
Broad Street,2016-11-10 16:27:00,508,690,0.736231884057971
BHMMBMMBX01,2016-11-10 16:27:00,395,687,0.5749636098981077
BHMEURBRD01,2016-11-10 16:27:00,344,470,0.7319148936170212
Others-CCCPS135a,2016-11-10 16:27:00,2392,3883,0.6160185423641514
BHMBCCTHL01,2016-11-10 16:27:00,247,387,0.6382428940568475
Others-CCCPS8,2016-11-10 16:27:00,596,1322,0.4508320726172466
Others-CCCPS119a,2016-11-10 16:27:00,409,2803,0.14591509097395647
BHMNCPNST01,2016-11-10 16:27:00,294,485,0.6061855670103092
BHMBCCMKT01,2016-11-10 16:27:00,136,577,0.23570190641247835
Others-CCCPS98,2016-11-10 16:27:00,851,3103,0.27425072510473736
BHMNCPHST01,2016-11-10 16:27:00,548,1200,0.45666666666666667
Shopping,2016-11-10 16:27:00,1062,1920,0.553125
Others-CCCPS105a,2016-11-10 16:27:00,991,2009,0.49328023892483824
BHMNCPNST01,2016-11-11 07:54:00,269,485,0.554639175257732
BHMMBMMBX01,2016-11-11 08:00:00,336,687,0.4890829694323144
BHMBCCMKT01,2016-11-11 08:00:00,39,577,0.06759098786828423
Broad Street,2016-11-11 08:00:00,190,690,0.2753623188405797
Others-CCCPS8,2016-11-11 08:00:00,350,1322,0.264750378214826
BHMNCPHST01,2016-11-11 08:00:00,229,1200,0.19083333333333333
